교차로,접근로,이동류,시,혼잡률,평균교통량,표본,임계값
미금역사거리,미금역 방면,직진,13,75.65,576.1,464,10
미금역사거리,미금역 방면,직진,14,80.17,593.8,464,10
미금역사거리,미금역 방면,직진,15,84.98,587.1,466,10
미금역사거리,미금역 방면,직진,16,61.54,589.7,468,10
미금역사거리,미금역 방면,직진,17,77.14,592.9,468,10
미금역사거리,미금역 방면,직진,18,83.76,493.1,468,10
미금역사거리,미금역 방면,직진,19,36.62,433.4,467,10
미금역사거리,미금역 방면,직진,20,26.12,398.7,467,10
미금역사거리,미금역 방면,직진,21,20.82,449.9,466,10
미금역사거리,미금역 방면,직진,22,9.87,364.5,466,10
미금역사거리,미금역 방면,직진,23,0.86,297.2,466,10
미금역사거리,정자일로 방면,우회전,0,68.43,50.2,472,10
미금역사거리,정자일로 방면,우회전,1,65.05,31.1,455,10
미금역사거리,정자일로 방면,우회전,2,53.32,20.6,437,10
미금역사거리,정자일로 방면,우회전,3,50.43,15.4,349,10
미금역사거리,정자일로 방면,우회전,4,62.8,21.6,422,10
미금역사거리,정자일로 방면,우회전,5,64.47,41.1,470,10
미금역사거리,정자일로 방면,우회전,6,67.86,75.3,473,10
미금역사거리,정자일로 방면,우회전,7,70.02,124.9,477,10
미금역사거리,정자일로 방면,우회전,8,71.1,125.6,474,10
미금역사거리,정자일로 방면,우회전,9,70.65,143.1,477,10
미금역사거리,정자일로 방면,우회전,10,70.65,159.7,477,10
미금역사거리,정자일로 방면,우회전,11,70.86,161.9,477,10
미금역사거리,정자일로 방면,우회전,12,71.01,161.9,476,10
미금역사거리,정자일로 방면,우회전,13,70.95,168.3,475,10
미금역사거리,정자일로 방면,우회전,14,70.95,175.1,475,10
미금역사거리,정자일로 방면,우회전,15,70.95,182.1,475,10
미금역사거리,정자일로 방면,우회전,16,70.65,188.6,477,10
미금역사거리,정자일로 방면,우회전,17,70.65,202.0,477,10
미금역사거리,정자일로 방면,우회전,18,70.65,200.7,477,10
미금역사거리,정자일로 방면,우회전,19,70.8,180.3,476,10
미금역사거리,정자일로 방면,우회전,20,70.8,150.6,476,10
미금역사거리,정자일로 방면,우회전,21,70.95,130.8,475,10
미금역사거리,정자일로 방면,우회전,22,70.95,108.1,475,10
미금역사거리,정자일로 방면,우회전,23,70.74,81.0,475,10
미금역사거리,정자일로 방면,좌회전,0,5.07,75.8,473,10
미금역사거리,정자일로 방면,좌회전,1,16.03,52.9,474,10
미금역사거리,정자일로 방면,좌회전,2,15.92,32.9,471,10
미금역사거리,정자일로 방면,좌회전,3,29.44,23.4,462,10
미금역사거리,정자일로 방면,좌회전,4,7.66,30.4,470,10
미금역사거리,정자일로 방면,좌회전,5,4.0,52.9,475,10
미금역사거리,정자일로 방면,좌회전,6,1.47,144.9,476,10
미금역사거리,정자일로 방면,좌회전,7,1.05,326.0,477,10
미금역사거리,정자일로 방면,좌회전,8,3.35,416.5,477,10
미금역사거리,정자일로 방면,좌회전,9,0.42,399.9,477,10
미금역사거리,정자일로 방면,좌회전,10,0.21,324.4,477,10
미금역사거리,정자일로 방면,좌회전,11,0.63,277.2,477,10
미금역사거리,정자일로 방면,좌회전,12,0.21,256.6,476,10
미금역사거리,정자일로 방면,좌회전,13,0.42,290.3,475,10
미금역사거리,정자일로 방면,좌회전,14,0.63,306.0,475,10
미금역사거리,정자일로 방면,좌회전,15,1.47,321.1,475,10
미금역사거리,정자일로 방면,좌회전,16,7.34,308.2,477,10
미금역사거리,정자일로 방면,좌회전,17,29.98,265.6,477,10
미금역사거리,정자일로 방면,좌회전,18,30.61,217.6,477,10
미금역사거리,정자일로 방면,좌회전,19,1.89,239.0,477,10
미금역사거리,정자일로 방면,좌회전,20,0.84,203.3,477,10
미금역사거리,정자일로 방면,좌회전,21,0.21,198.6,477,10
미금역사거리,정자일로 방면,좌회전,22,2.73,145.0,477,10
미금역사거리,정자일로 방면,좌회전,23,9.03,113.6,476,10
미금역사거리,정자일로 방면,직진,0,10.76,85.6,474,10
미금역사거리,정자일로 방면,직진,1,21.26,62.4,475,10
미금역사거리,정자일로 방면,직진,2,20.04,39.6,474,10
미금역사거리,정자일로 방면,직진,3,30.44,33.9,473,10
미금역사거리,정자일로 방면,직진,4,5.49,47.3,474,10
미금역사거리,정자일로 방면,직진,5,9.43,91.5,477,10
미금역사거리,정자일로 방면,직진,6,10.27,263.5,477,10
미금역사거리,정자일로 방면,직진,7,15.09,390.4,477,10
미금역사거리,정자일로 방면,직진,8,39.2,559.5,477,10
미금역사거리,정자일로 방면,직진,9,36.69,544.6,477,10
미금역사거리,정자일로 방면,직진,10,33.54,532.9,477,10
미금역사거리,정자일로 방면,직진,11,16.98,449.1,477,10
미금역사거리,정자일로 방면,직진,12,25.42,477.7,476,10
미금역사거리,정자일로 방면,직진,13,44.42,547.7,475,10
미금역사거리,정자일로 방면,직진,14,45.89,546.2,475,10
미금역사거리,정자일로 방면,직진,15,49.68,530.9,475,10
미금역사거리,정자일로 방면,직진,16,56.18,538.2,477,10
미금역사거리,정자일로 방면,직진,17,59.96,561.9,477,10
미금역사거리,정자일로 방면,직진,18,60.38,538.9,477,10
미금역사거리,정자일로 방면,직진,19,33.12,469.6,477,10
미금역사거리,정자일로 방면,직진,20,26.42,402.2,477,10
미금역사거리,정자일로 방면,직진,21,33.54,377.9,477,10
미금역사거리,정자일로 방면,직진,22,47.38,265.4,477,10
미금역사거리,정자일로 방면,직진,23,44.23,140.4,477,10
미금역사거리,청송마을 사거리 방면,우회전,0,52.83,52.1,460,10
미금역사거리,청송마을 사거리 방면,우회전,1,22.93,28.8,458,10
미금역사거리,청송마을 사거리 방면,우회전,2,10.28,19.4,428,10
미금역사거리,청송마을 사거리 방면,우회전,3,6.62,15.5,393,10
미금역사거리,청송마을 사거리 방면,우회전,4,16.21,19.0,438,10
미금역사거리,청송마을 사거리 방면,우회전,5,43.6,42.4,461,10
미금역사거리,청송마을 사거리 방면,우회전,6,63.58,97.7,464,10
미금역사거리,청송마을 사거리 방면,우회전,7,48.01,160.8,477,10
미금역사거리,청송마을 사거리 방면,우회전,8,53.46,194.3,477,10
미금역사거리,청송마을 사거리 방면,우회전,9,60.0,187.6,470,10
미금역사거리,청송마을 사거리 방면,우회전,10,80.51,184.6,472,10
미금역사거리,청송마을 사거리 방면,우회전,11,86.5,193.5,474,10
미금역사거리,청송마을 사거리 방면,우회전,12,87.69,187.9,471,10
미금역사거리,청송마을 사거리 방면,우회전,13,88.77,180.2,472,10
미금역사거리,청송마을 사거리 방면,우회전,14,87.76,187.7,474,10
미금역사거리,청송마을 사거리 방면,우회전,15,87.76,202.1,474,10
미금역사거리,청송마을 사거리 방면,우회전,16,85.12,218.5,477,10
미금역사거리,청송마을 사거리 방면,우회전,17,88.05,235.4,477,10
미금역사거리,청송마을 사거리 방면,우회전,18,89.05,227.1,475,10
미금역사거리,청송마을 사거리 방면,우회전,19,86.53,194.9,475,10
미금역사거리,청송마을 사거리 방면,우회전,20,86.08,154.1,474,10
미금역사거리,청송마을 사거리 방면,우회전,21,83.76,140.1,474,10
미금역사거리,청송마을 사거리 방면,우회전,22,83.62,140.8,470,10
미금역사거리,청송마을 사거리 방면,우회전,23,74.08,80.1,463,10
미금역사거리,청송마을 사거리 방면,좌회전,0,10.34,21.8,377,10
미금역사거리,청송마을 사거리 방면,좌회전,1,28.21,16.3,319,10
미금역사거리,청송마을 사거리 방면,좌회전,2,43.06,12.7,216,10
미금역사거리,청송마을 사거리 방면,좌회전,3,48.28,11.7,87,10
미금역사거리,청송마을 사거리 방면,좌회전,4,40.0,11.4,15,10
미금역사거리,청송마을 사거리 방면,좌회전,5,18.9,13.6,254,10
미금역사거리,청송마을 사거리 방면,좌회전,6,4.32,19.8,370,10
미금역사거리,청송마을 사거리 방면,좌회전,7,1.29,37.9,389,10
미금역사거리,청송마을 사거리 방면,좌회전,8,0.51,76.6,390,10
미금역사거리,청송마을 사거리 방면,좌회전,9,0.26,85.1,391,10
미금역사거리,청송마을 사거리 방면,좌회전,10,0.25,87.5,394,10
미금역사거리,청송마을 사거리 방면,좌회전,11,0.0,90.3,394,10
미금역사거리,청송마을 사거리 방면,좌회전,12,0.0,90.2,390,10
미금역사거리,청송마을 사거리 방면,좌회전,13,0.0,88.8,388,10
미금역사거리,청송마을 사거리 방면,좌회전,14,0.0,98.3,389,10
미금역사거리,청송마을 사거리 방면,좌회전,15,0.26,98.2,390,10
미금역사거리,청송마을 사거리 방면,좌회전,16,0.76,96.5,393,10
미금역사거리,청송마을 사거리 방면,좌회전,17,0.51,95.2,392,10
미금역사거리,청송마을 사거리 방면,좌회전,18,0.26,85.7,392,10
미금역사거리,청송마을 사거리 방면,좌회전,19,0.0,80.8,392,10
미금역사거리,청송마을 사거리 방면,좌회전,20,0.0,58.1,390,10
미금역사거리,청송마을 사거리 방면,좌회전,21,0.0,56.8,389,10
미금역사거리,청송마을 사거리 방면,좌회전,22,0.26,45.6,388,10
미금역사거리,청송마을 사거리 방면,좌회전,23,2.83,30.7,389,10
미금역사거리,청송마을 사거리 방면,직진,0,28.48,177.0,474,10
미금역사거리,청송마을 사거리 방면,직진,1,9.53,102.5,472,10
미금역사거리,청송마을 사거리 방면,직진,2,13.65,71.0,469,10
미금역사거리,청송마을 사거리 방면,직진,3,12.28,55.0,464,10
미금역사거리,청송마을 사거리 방면,직진,4,9.31,56.9,462,10
미금역사거리,청송마을 사거리 방면,직진,5,13.68,116.3,468,10
미금역사거리,청송마을 사거리 방면,직진,6,38.36,267.3,477,10
미금역사거리,청송마을 사거리 방면,직진,7,9.43,574.2,477,10
미금역사거리,청송마을 사거리 방면,직진,8,12.58,801.4,477,10
미금역사거리,청송마을 사거리 방면,직진,9,20.96,647.0,477,10
미금역사거리,청송마을 사거리 방면,직진,10,32.7,617.0,477,10
미금역사거리,청송마을 사거리 방면,직진,11,33.96,601.9,477,10
미금역사거리,청송마을 사거리 방면,직진,12,37.18,588.4,476,10
미금역사거리,청송마을 사거리 방면,직진,13,41.05,585.5,475,10
미금역사거리,청송마을 사거리 방면,직진,14,47.16,602.5,475,10
미금역사거리,청송마을 사거리 방면,직진,15,51.79,646.1,475,10
미금역사거리,청송마을 사거리 방면,직진,16,55.56,697.4,477,10
미금역사거리,청송마을 사거리 방면,직진,17,69.6,766.3,477,10
미금역사거리,청송마을 사거리 방면,직진,18,85.12,774.5,477,10
미금역사거리,청송마을 사거리 방면,직진,19,73.79,756.3,477,10
미금역사거리,청송마을 사거리 방면,직진,20,49.69,589.3,477,10
미금역사거리,청송마을 사거리 방면,직진,21,34.59,501.3,477,10
미금역사거리,청송마을 사거리 방면,직진,22,19.92,528.3,477,10
미금역사거리,청송마을 사거리 방면,직진,23,20.59,295.1,476,10
오리삼거리,농수산물센터 방면,우회전,0,31.35,36.1,437,10
오리삼거리,농수산물센터 방면,우회전,1,15.51,25.1,419,10
오리삼거리,농수산물센터 방면,우회전,2,8.29,20.3,386,10
오리삼거리,농수산물센터 방면,우회전,3,3.87,14.8,310,10
오리삼거리,농수산물센터 방면,우회전,4,20.97,22.4,391,10
오리삼거리,농수산물센터 방면,우회전,5,47.43,54.3,428,10
오리삼거리,농수산물센터 방면,우회전,6,1.11,131.8,449,10
오리삼거리,농수산물센터 방면,우회전,7,21.7,282.1,470,10
오리삼거리,농수산물센터 방면,우회전,8,28.87,340.2,471,10
오리삼거리,농수산물센터 방면,우회전,9,21.23,287.2,471,10
오리삼거리,농수산물센터 방면,우회전,10,25.48,211.1,471,10
오리삼거리,농수산물센터 방면,우회전,11,28.18,175.9,472,10
오리삼거리,농수산물센터 방면,우회전,12,38.43,194.2,471,10
오리삼거리,농수산물센터 방면,우회전,13,33.9,220.1,469,10
오리삼거리,농수산물센터 방면,우회전,14,32.48,207.3,471,10
오리삼거리,농수산물센터 방면,우회전,15,30.57,201.8,471,10
오리삼거리,농수산물센터 방면,우회전,16,15.86,195.0,473,10
오리삼거리,농수산물센터 방면,우회전,17,23.09,204.2,472,10
오리삼거리,농수산물센터 방면,우회전,18,28.78,190.4,469,10
오리삼거리,농수산물센터 방면,우회전,19,22.65,155.8,468,10
오리삼거리,농수산물센터 방면,우회전,20,22.46,124.0,463,10
오리삼거리,농수산물센터 방면,우회전,21,14.53,106.1,461,10
오리삼거리,농수산물센터 방면,우회전,22,8.3,84.2,458,10
오리삼거리,농수산물센터 방면,우회전,23,19.38,52.9,449,10
오리삼거리,농수산물센터 방면,직진,0,17.61,189.4,460,10
오리삼거리,농수산물센터 방면,직진,1,22.08,138.6,453,10
오리삼거리,농수산물센터 방면,직진,2,19.47,90.2,452,10
오리삼거리,농수산물센터 방면,직진,3,7.54,71.7,451,10
오리삼거리,농수산물센터 방면,직진,4,11.87,95.6,455,10
오리삼거리,농수산물센터 방면,직진,5,12.64,204.6,459,10
오리삼거리,농수산물센터 방면,직진,6,1.07,589.1,468,10
오리삼거리,농수산물센터 방면,직진,7,21.4,1360.5,472,10
오리삼거리,농수산물센터 방면,직진,8,17.58,1426.8,472,10
오리삼거리,농수산물센터 방면,직진,9,8.69,1197.9,472,10
오리삼거리,농수산물센터 방면,직진,10,3.61,926.8,471,10
오리삼거리,농수산물센터 방면,직진,11,2.12,756.2,472,10
오리삼거리,농수산물센터 방면,직진,12,1.91,700.8,471,10
오리삼거리,농수산물센터 방면,직진,13,2.77,777.3,470,10
오리삼거리,농수산물센터 방면,직진,14,3.18,779.6,471,10
오리삼거리,농수산물센터 방면,직진,15,2.12,777.0,471,10
오리삼거리,농수산물센터 방면,직진,16,2.11,813.4,473,10
오리삼거리,농수산물센터 방면,직진,17,3.18,811.8,472,10
오리삼거리,농수산물센터 방면,직진,18,4.45,706.6,472,10
오리삼거리,농수산물센터 방면,직진,19,1.27,587.3,471,10
오리삼거리,농수산물센터 방면,직진,20,1.27,495.3,472,10
오리삼거리,농수산물센터 방면,직진,21,1.91,502.8,471,10
오리삼거리,농수산물센터 방면,직진,22,0.85,412.8,472,10
오리삼거리,농수산물센터 방면,직진,23,0.85,299.9,470,10
오리삼거리,오리교1사거리 방면,우회전,0,26.98,64.1,430,10
오리삼거리,오리교1사거리 방면,우회전,1,21.46,44.2,424,10
오리삼거리,오리교1사거리 방면,우회전,2,13.91,30.9,417,10
오리삼거리,오리교1사거리 방면,우회전,3,4.4,24.5,409,10
오리삼거리,오리교1사거리 방면,우회전,4,8.06,35.1,422,10
오리삼거리,오리교1사거리 방면,우회전,5,35.79,39.7,447,10
오리삼거리,오리교1사거리 방면,우회전,6,57.11,81.4,457,10
오리삼거리,오리교1사거리 방면,우회전,7,70.68,120.4,457,10
오리삼거리,오리교1사거리 방면,우회전,8,77.92,138.7,453,10
오리삼거리,오리교1사거리 방면,우회전,9,86.42,137.4,464,10
오리삼거리,오리교1사거리 방면,우회전,10,92.93,130.9,467,10
오리삼거리,오리교1사거리 방면,우회전,11,91.65,130.0,467,10
오리삼거리,오리교1사거리 방면,우회전,12,89.91,128.0,466,10
오리삼거리,오리교1사거리 방면,우회전,13,91.65,129.6,467,10
오리삼거리,오리교1사거리 방면,우회전,14,90.36,128.2,467,10
